Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
2683,60,RL,4.736198448394496,9.75510354676987,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,13,12,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,Gd,Gd,PConc,Ex,TA,Gd,Rec,292.0,GLQ,1393.0,48.0,1733.0,GasA,Ex,Y,SBrkr,7.566828479208331,1567,0,8.160518247477505,1.0,0.0,3,1,4,1,Ex,11,Typ,1,TA,Attchd,13.0,RFn,3.0,959.0,TA,TA,Y,870,86,0,0,210,0,Missing,Missing,Missing,0,5,2006,WD,Normal,0,0,0
2684,60,RL,4.204692619390966,9.23366619727968,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,12,11,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,380.0,BLQ,168.0,742.0,1290.0,GasA,Ex,Y,SBrkr,7.173958319756794,1189,0,7.821643126239982,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,12.0,Fin,3.0,803.0,TA,TA,Y,200,95,0,0,0,0,Missing,GdPrv,Missing,0,6,2006,WD,Normal,0,0,0
2685,60,RL,4.204692619390966,9.440260907569415,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,13,13,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1039.0,0.0,1286.0,GasA,Ex,Y,SBrkr,7.355641102974253,1234,0,7.937017489515454,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,13.0,Fin,3.0,704.0,TA,TA,Y,432,136,0,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Normal,0,0,0
2686,60,RL,4.31748811353631,9.429234909000977,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,1,0,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,7.017506142941256,848,0,7.582738488914411,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,1.0,Fin,2.0,760.0,TA,TA,Y,200,70,0,0,0,0,Missing,Missing,Missing,0,1,2006,New,Partial,0,0,0
2687,20,RL,3.8918202981106265,9.630234216736469,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,0.0,108.0,1670.0,GasA,Ex,Y,SBrkr,7.4205789054108005,0,0,7.4205789054108005,1.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,0.0,RFn,3.0,928.0,TA,TA,Y,0,240,200,0,0,0,Missing,Missing,Missing,0,9,2006,New,Partial,0,0,0
2688,20,RL,4.442651256490317,9.299815378403785,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1504.0,1504.0,GasA,Ex,Y,SBrkr,7.315883504509785,0,0,7.315883504509785,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Fin,2.0,510.0,TA,TA,Y,144,0,0,0,0,0,Missing,Missing,Missing,0,9,2006,New,Partial,0,0,0
2689,20,FV,4.276666119016055,9.064157861798101,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1254.0,1278.0,GasA,Ex,Y,SBrkr,7.15305163493748,0,0,7.15305163493748,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Missing,Attchd,0.0,RFn,2.0,584.0,TA,TA,Y,0,60,0,0,0,0,Missing,Missing,Missing,0,10,2006,New,Partial,0,0,0
2690,60,FV,4.605170185988092,9.485089169016064,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1836.0,Unf,0.0,200.0,2036.0,GasA,Ex,Y,SBrkr,7.618742377670413,604,0,7.878534196140362,1.0,0.0,3,1,3,1,Ex,11,Typ,1,Gd,Attchd,0.0,RFn,3.0,792.0,TA,TA,Y,0,265,0,0,0,0,Missing,Missing,Missing,0,11,2006,New,Partial,0,0,0
2691,60,FV,4.174387269895637,9.002701007197938,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,Ex,Y,SBrkr,6.754604099487962,858,0,7.447751280047908,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1.0,RFn,2.0,615.0,TA,TA,Y,0,53,0,0,0,0,Missing,Missing,Missing,0,2,2006,WD,Normal,0,0,0
2692,20,RL,4.30406509320417,8.953252164609035,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,24.0,Unf,0.0,1118.0,1142.0,GasA,Ex,Y,SBrkr,7.040536390215956,0,0,7.040536390215956,0.0,0.0,1,1,3,1,Gd,5,Typ,0,Missing,Missing,27.0,Missing,0.0,0.0,Missing,Missing,Y,4,50,0,0,0,0,Missing,Missing,Missing,0,1,2006,WD,Normal,0,0,0
2693,20,RL,4.51085950651685,9.30782999325344,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1400.0,1400.0,GasA,Ex,Y,SBrkr,7.24422751560335,0,0,7.24422751560335,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1.0,RFn,2.0,612.0,TA,TA,Y,144,55,0,0,0,0,Missing,Missing,Missing,0,10,2006,New,Partial,0,0,0
2694,20,RL,4.143134726391533,9.478227817099784,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1131.0,1131.0,GasA,Ex,Y,SBrkr,7.030857476116121,0,0,7.030857476116121,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Missing,Missing,27.0,Missing,0.0,0.0,Missing,Missing,Y,0,39,0,0,0,0,Missing,Missing,Missing,0,3,2006,New,Partial,0,0,0
2695,60,RL,4.174387269895637,8.961879012677683,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,891.0,891.0,GasA,Ex,Y,SBrkr,6.792344427470809,795,0,7.430114138561801,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,1.0,Fin,2.0,462.0,TA,TA,Y,144,101,0,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Normal,0,0,0
2696,60,RL,4.30406509320417,8.940105213128122,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,6.7226297948554485,754,0,7.368339686311381,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1.0,RFn,2.0,449.0,TA,TA,Y,100,77,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD,Normal,0,0,0
2697,60,RL,4.248495242049359,9.024492605405669,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,9,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,6.846943139585379,896,0,7.515889085215125,0.0,0.0,2,1,3,1,TA,7,Typ,0,Missing,Attchd,9.0,RFn,2.0,688.0,TA,TA,Y,150,165,0,0,0,0,Missing,GdPrv,Missing,0,7,2006,WD,Normal,0,0,0
2698,60,RL,4.248495242049359,9.145268375232467,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,14,13,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,0.0,78.0,836.0,GasA,Ex,Y,SBrkr,6.738152494595957,887,0,7.456454555176209,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,14.0,RFn,2.0,462.0,TA,TA,Y,307,85,0,0,224,0,Missing,Missing,Othr,3000,10,2006,WD,Family,0,0,0
2699,120,RL,3.912023005428146,8.878358040627822,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,16,15,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,494.0,1398.0,GasA,Gd,Y,SBrkr,7.242797922793756,0,0,7.242797922793756,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Missing,Attchd,16.0,RFn,2.0,542.0,TA,TA,Y,0,46,0,0,0,0,Missing,MnPrv,Missing,0,7,2006,WD,Normal,0,0,0
2700,120,RL,3.912023005428146,8.878358040627822,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,15,15,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,Unf,0.0,939.0,1217.0,GasA,Gd,Y,SBrkr,7.104144092987527,0,0,7.104144092987527,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Missing,Attchd,15.0,RFn,2.0,484.0,TA,TA,Y,0,64,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,0,0,0
2701,60,RL,4.204692619390966,9.107088742165708,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,12,12,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,274.0,Unf,0.0,362.0,636.0,GasA,Ex,Y,SBrkr,6.455198563340122,684,0,7.1853870155804165,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,12.0,Fin,2.0,472.0,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
2702,20,RL,4.248495242049359,9.116029692504942,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,44,44,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,36.0,Unf,0.0,952.0,988.0,GasA,Ex,Y,SBrkr,6.895682697747868,0,0,6.895682697747868,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,29.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
2703,90,RM,4.219507705176107,9.096835671179361,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,29,29,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.1592919047975645,368,0,7.4109518755836366,0.0,0.0,2,0,4,2,TA,10,Typ,0,Missing,Attchd,29.0,RFn,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,0,0,0
2704,20,RL,4.204692619390966,9.131297164635729,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,44,4,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,0.0,252.0,864.0,GasA,Gd,Y,SBrkr,7.099201743553092,0,0,7.099201743553092,0.0,0.0,1,0,2,1,TA,6,Min1,1,TA,Detchd,34.0,Unf,2.0,576.0,TA,TA,Y,161,0,0,0,0,0,Missing,MnPrv,Missing,0,3,2006,WD,Normal,0,0,0
2705,20,RL,4.204692619390966,9.138629524422182,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,41,41,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554.0,Unf,0.0,430.0,984.0,GasA,TA,Y,SBrkr,6.891625897052253,0,0,6.891625897052253,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,41.0,Unf,1.0,310.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2006,WD,Normal,0,0,0
2706,20,RL,4.174387269895637,9.041921720351219,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,38,38,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,270.0,450.0,882.0,GasA,TA,Y,SBrkr,6.812345094177479,0,0,6.812345094177479,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,38.0,Unf,1.0,294.0,TA,TA,Y,0,155,0,0,0,0,Missing,MnPrv,Missing,0,11,2006,COD,Normal,0,0,0
2707,20,RL,4.204692619390966,9.063926353520646,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,43,43,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,Gd,Y,SBrkr,6.829793737512425,0,0,6.829793737512425,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,16.0,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Normal,0,0,0
2708,20,RL,4.204692619390966,9.47669665771321,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,41,41,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,712.0,Unf,0.0,312.0,1024.0,GasA,TA,Y,SBrkr,6.931471805599453,0,0,6.931471805599453,0.0,0.0,1,1,3,1,TA,5,Typ,0,Missing,Attchd,41.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2006,WD,Normal,0,0,0
2709,20,RL,4.204692619390966,8.98969370086056,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,42,42,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,644.0,Unf,0.0,268.0,912.0,GasA,TA,N,SBrkr,6.815639990074331,0,0,6.815639990074331,0.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Missing,27.0,Missing,0.0,0.0,Missing,Missing,Y,0,0,0,0,0,0,Missing,GdWo,Missing,0,4,2006,WD,Normal,0,0,0
2710,20,RL,4.204692619390966,9.081256218564645,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,39,39,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,0.0,253.0,912.0,GasA,TA,Y,SBrkr,6.846943139585379,0,0,6.846943139585379,0.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,39.0,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,0,0,0
2711,80,RL,4.605170185988092,9.570110520822217,Pave,Missing,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,32,32,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023.0,BLQ,497.0,228.0,1748.0,GasA,Gd,Y,SBrkr,7.67368812926773,495,0,7.880804344674901,1.0,2.0,2,0,3,1,Gd,9,Mod,4,TA,Attchd,32.0,RFn,2.0,550.0,TA,TA,Y,641,100,0,0,0,800,Gd,GdPrv,Missing,0,1,2006,WD,Normal,0,0,0
2712,60,RL,4.653960350157523,9.307920700315046,Pave,Missing,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,14,13,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,Ex,Y,SBrkr,7.326465613840322,1306,0,7.946617563244473,1.0,0.0,2,1,3,1,Gd,9,Typ,3,TA,Attchd,14.0,RFn,3.0,888.0,TA,TA,Y,177,208,186,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Normal,0,0,0
2713,120,FV,3.5263605246161616,8.196436811235028,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2,2,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,7.04141166379481,0,0,7.04141166379481,0.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2.0,RFn,2.0,588.0,TA,TA,Y,0,191,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD,Normal,0,0,0
2714,160,FV,3.1780538303479458,7.841492924460013,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,6.253828811575473,623,80,7.109062135687172,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,1.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
2715,160,FV,4.204692619390966,8.005700678662542,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,6.643789733147672,756,0,7.329093736246592,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,6.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,0,0,0
2716,160,FV,4.204692619390966,8.399984990510696,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,3,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,Ex,Y,SBrkr,6.272877006546167,550,0,6.984716320118266,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Attchd,3.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
2717,60,FV,4.736198448394496,9.025696119812583,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,9,8,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,569.0,569.0,GasA,Ex,Y,SBrkr,6.74993119378857,840,0,7.434847875211999,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,BuiltIn,9.0,Unf,1.0,434.0,TA,TA,Y,0,382,0,0,110,0,Missing,GdPrv,Missing,0,11,2006,WD,Normal,0,0,0
2718,20,FV,4.0943445622221,8.87905466204227,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,5,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1568.0,1568.0,GasA,Ex,Y,SBrkr,7.357556200910353,0,0,7.357556200910353,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,5.0,RFn,2.0,564.0,TA,TA,Y,0,266,0,0,0,0,Missing,Missing,Missing,0,9,2006,WD,Normal,0,0,0
2719,190,RL,4.3694478524670215,9.481130576757746,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,34,34,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,0.0,191.0,1153.0,GasA,Ex,Y,SBrkr,7.084226422097916,0,0,7.084226422097916,1.0,0.0,2,0,2,1,TA,6,Typ,0,Missing,Attchd,34.0,Fin,2.0,501.0,TA,TA,Y,140,153,0,0,0,0,Missing,MnPrv,Missing,0,7,2006,WD,Normal,0,0,0
2720,20,RL,4.356708826689592,9.224243277145174,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,39,39,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,68.0,713.0,1334.0,GasA,Gd,Y,SBrkr,7.195937226475569,0,0,7.195937226475569,1.0,0.0,2,0,3,1,TA,7,Typ,0,Missing,Attchd,39.0,RFn,2.0,477.0,TA,TA,Y,0,20,35,0,264,0,Missing,Missing,Missing,0,4,2006,WD,Normal,0,0,0
2721,20,RL,4.382026634673881,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,38,38,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,Gd,Y,SBrkr,6.957497370876951,0,0,6.957497370876951,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,38.0,RFn,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
2722,60,RL,4.276666119016055,9.064157861798101,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,38,38,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,483.0,56.0,900.0,GasA,Ex,Y,SBrkr,6.784457062637643,886,0,7.478734825567875,1.0,0.0,1,1,4,1,TA,7,Typ,0,Missing,Attchd,38.0,RFn,2.0,530.0,TA,TA,Y,0,60,0,0,270,0,Missing,Missing,Shed,455,6,2006,WD,Normal,0,0,0
2723,20,RL,4.356708826689592,9.144200569471638,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,38,2,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,6.883462586413092,0,0,6.883462586413092,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,38.0,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Abnorml,0,0,0
2724,85,RL,4.248495242049359,9.035986984831405,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,38,38,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,0.0,89.0,833.0,GasA,Gd,Y,SBrkr,6.8001700683022,0,0,6.8001700683022,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,38.0,RFn,1.0,326.0,TA,TA,Y,143,0,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,0,0,0
2725,20,RL,4.204692619390966,9.18594521514146,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,40,40,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,799.0,Unf,0.0,252.0,1051.0,GasA,TA,Y,SBrkr,6.957497370876951,0,0,6.957497370876951,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,40.0,RFn,1.0,264.0,TA,TA,Y,182,88,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD,Normal,0,0,0
2726,80,RL,4.382026634673881,9.169518377455928,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,39,39,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,GasA,Gd,Y,SBrkr,7.039660349862076,0,0,7.039660349862076,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,39.0,Unf,1.0,568.0,TA,TA,Y,0,78,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,0,0,0
